,student,currProb,course,session,priorTutorAction,reward,probDiff,Level,TotalTime,cumul_avgstepTimeWE,cumul_TotalWETime,stepTimeDeviation,ruleScoreMP,cumul_HoverHintCount
0,0006-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,0,0,0
1,0006-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,0,1,0
2,0006-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,1,1,0,1,0
3,0006-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-94.0789473684,0,1,0,1,1,0,0,0
4,0006-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,2,0,0,0,0,0,0
5,0006-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,2,1,0,1,0,1,0
6,0006-F14,2.1.3.0,226-001-BARNES-F14,1,PS,161.810039805,1,2,1,0,1,0,0,0
7,0006-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,3,1,0,1,0,1,0
8,0006-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,3,1,0,1,0,1,0
9,0006-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.2650730195,1,3,0,0,1,0,1,0
10,0006-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,4,0,0,0,0,1,0
11,0006-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,4,1,0,1,0,1,0
12,0006-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-41.6088765603,1,4,0,0,1,0,1,0
13,0006-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,5,0,0,0,0,0,0
14,0006-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,5,1,1,0,0,1,0
15,0006-F14,5.1.3.0,226-001-BARNES-F14,1,PS,11.6883116883,1,5,0,1,0,0,0,0
16,0006-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,6,0,0,0,0,0,0
17,0006-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,6,1,1,0,0,1,0
18,0006-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-22.7697536109,1,6,0,1,0,0,0,0
19,0008-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,1,1,0
20,0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,0,1,1,0,1,1,0,0
21,0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,1,1,0
22,0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,0,1,1,0,1,1,0,0
23,0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,2,0,0,0,1,1,0
24,0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,2,1,0,0,1,1,0
25,0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528,1,2,1,0,0,1,1,0
26,0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,3,0,0,0,1,1,0
27,0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,3,1,0,1,1,1,0
28,0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562,1,3,1,0,1,1,1,0
29,0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,4,1,0,0,1,1,0
30,0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,4,1,0,0,1,1,0
31,0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.5145631068,1,4,0,0,0,1,1,0
32,0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,5,1,0,0,1,1,0
33,0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,5,1,1,0,1,1,0
34,0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0.0,1,5,0,1,0,1,1,0
35,0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,6,1,0,0,1,1,0
36,0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,6,1,0,0,1,1,0
37,0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0.0,1,6,0,0,0,1,1,0
38,0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,0,0,0
39,0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,1,1,0,1,0
40,0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,1,1,0,0,0
41,0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.3421052632,0,1,0,1,1,1,0,0
42,0009-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,0,1,1,1,0
43,0009-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,1,1,1,1,0
44,0009-F14,2.1.3.0,226-001-BARNES-F14,2,PS,117.0731977,1,2,1,1,1,1,0,0
45,0009-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,3,1,1,0,1,1,0
46,0009-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,3,1,1,0,1,1,0
47,0009-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-102.48837399,1,3,0,1,0,1,1,0
48,0009-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,4,0,0,0,1,0,0
49,0009-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,4,1,1,0,1,1,0
50,0009-F14,4.1.3.0,226-001-BARNES-F14,3,PS,36.3644244105,1,4,0,1,0,1,0,0
51,0009-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,5,0,0,0,1,0,0
52,0009-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,5,1,1,0,1,1,0
53,0009-F14,5.1.3.0,226-001-BARNES-F14,3,PS,16.8617566644,1,5,0,1,0,1,0,0
54,0009-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,6,1,1,0,1,1,0
55,0009-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,6,1,1,0,1,1,0
56,0009-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-51.3660957832,1,6,0,1,0,1,0,0
57,000b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,0,0,1,0,0,0
58,000b-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,0,1,1,0,1,0,1,0
59,000b-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,0,1,0,1,0
60,000b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.8684210526,0,1,1,0,1,0,0,0
61,000b-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,0,1,0,1,0
62,000b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,0,1,0,1,0
63,000b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-9.16519239275,1,2,0,0,1,1,0,0
64,000b-F14,3.-1.1.0,226-001-BARNES-F14,2,WE,0.0,-1,3,1,0,0,1,1,0
65,000b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0.0,-1,3,0,0,0,0,0,0
66,000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0,-1,3,1,0,0,1,0,0
67,000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.7149321267,-1,3,1,0,0,1,0,0
68,000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,4,1,0,0,1,0,0
69,000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,4,1,0,1,1,1,0
70,000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.5686813187,1,4,0,0,1,0,1,0
71,000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,5,0,0,0,0,0,0
72,000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,5,1,0,0,0,1,0
73,000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.2811004785,1,5,0,0,0,0,0,0
74,000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,6,0,0,0,0,0,0
75,000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,6,1,0,1,0,1,0
76,000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.2446004561,1,6,0,0,1,1,0,0
77,000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,1,1,0
78,000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,1,1,0
79,000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,1,0,0,0
80,000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,0,1,0,1,0
81,000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,0,1,0,0,1,0,0,0
82,000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842,0,1,0,0,1,1,1,0
83,000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,2,1,0,1,1,1,0
84,000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,2,1,0,1,1,1,0
85,000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.0415745245,1,2,0,0,1,0,1,0
86,000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,3,1,0,0,0,1,0
87,000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,3,1,1,1,0,1,0
88,000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.3207146936,1,3,0,1,1,0,1,0
89,000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,4,1,1,0,0,1,0
90,000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0.0,1,4,0,1,0,0,1,0
91,000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.572815534,1,4,0,1,0,0,1,0
92,000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0.0,1,5,1,1,0,0,1,0
93,000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0,1,5,1,1,0,0,1,0
94,000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.205741627,1,5,0,1,0,0,1,0
95,000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,6,1,0,0,0,1,0
96,000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,1,6,1,1,0,0,1,0
97,000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.205741627,1,6,1,0,0,1,1,0
98,0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,0,0,0
99,0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,0,1,1,0,1,0,1,0
100,0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,0,1,1,0,1,0,1,0
101,0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.1315789474,0,1,0,0,1,0,0,0
102,0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0.0,1,2,0,0,0,0,1,0
103,0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0.0,1,2,1,0,1,0,1,0
104,0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.862671384,1,2,0,0,1,0,1,0
105,0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0.0,1,3,0,0,0,0,1,0
106,0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0.0,1,3,1,0,1,0,1,0
107,0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.6922574855,1,3,0,0,1,1,1,0
108,0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,1,4,0,0,0,1,1,0
109,0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0.0,1,4,1,1,0,1,1,0
110,0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.9254507628,1,4,0,1,0,1,1,0
111,0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0.0,1,5,1,0,0,1,1,0
112,0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0.0,1,5,1,0,1,1,1,0
113,0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.9642857143,1,5,0,0,1,0,0,1
114,0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0.0,1,6,0,0,0,0,0,0
115,0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0.0,1,6,1,0,1,0,1,0
116,0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.0934579439,1,6,0,0,1,0,0,0
117,0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,0,0,0
118,0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,0,1,0
119,0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,0,1,0
120,0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.7631578947,0,1,0,0,1,1,1,0
121,0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,2,0,0,0,0,0,0
122,0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0.0,1,2,1,0,1,0,1,0
123,0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0.0,1,2,0,0,1,0,0,0
124,0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0.0,1,2,0,0,1,0,0,0
125,0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0.0,-1,2,0,0,1,0,0,0
126,0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0.0,-1,2,0,0,1,0,0,0
127,0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.8276740238,-1,2,0,0,1,0,0,0
128,0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0.0,1,3,1,1,0,0,1,0
129,0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0.0,1,3,0,1,0,0,0,0
130,0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0.0,1,3,0,1,0,0,0,0
131,0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0.0,-1,3,0,1,0,0,1,0
132,0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0.0,-1,3,1,1,0,1,1,0
133,0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0.0,-1,3,1,1,0,0,1,0
134,0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0.0,-1,3,1,1,0,0,1,0
135,0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0.0,-1,3,1,1,0,0,1,0
136,0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0.0,-1,3,1,1,0,0,1,0
137,0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0.0,-1,3,0,1,0,0,1,0
138,0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0.0,-1,3,1,1,0,0,1,0
139,0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0.0,-1,3,0,1,0,0,1,0
140,0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.61396667848,-1,3,1,1,0,0,1,0
141,0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,1,4,0,0,0,0,1,0
142,0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0.0,1,4,1,1,0,0,1,0
143,0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0.0,1,4,0,1,0,0,1,0
144,0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0.0,-1,4,1,1,0,0,1,0
145,0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0.0,-1,4,0,1,0,0,1,0
146,0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.8791208791,-1,4,0,1,0,0,1,0
147,0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0.0,1,5,1,1,0,0,1,0
148,0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0.0,1,5,0,1,0,1,1,0
149,0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0.0,1,5,0,1,0,0,1,0
150,0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0.0,-1,5,1,1,0,0,1,0
151,0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0.0,-1,5,1,1,0,0,1,0
152,0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,-1,5,1,1,0,0,1,0
153,0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,-1,5,1,1,0,0,1,0
154,0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,-1,5,0,1,0,0,1,0
155,0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.4285714286,-1,5,0,1,0,0,1,0
156,0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0.0,1,6,0,0,0,0,1,0
157,0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0.0,1,6,1,1,0,0,1,0
158,0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.2710280374,1,6,0,1,0,1,1,0
159,0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,1,1,0
160,0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,1,0,0,0
161,0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,1,0,0,0
162,0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,0,1,1,0,1,0,0,0
163,0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,2,0,0,0,0,1,0
164,0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,2,1,0,1,0,1,0
165,0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528,1,2,1,0,1,0,1,0
166,0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,3,0,0,0,0,1,0
167,0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,3,1,1,0,0,1,0
168,0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562,1,3,0,1,0,0,1,0
169,0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,4,0,0,0,0,1,0
170,0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,4,0,0,1,0,1,0
171,0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2354368932,1,4,0,0,1,0,1,0
172,0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,5,0,0,0,0,1,0
173,0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,5,1,1,0,0,1,0
174,0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.8528708134,1,5,0,1,0,1,1,0
175,0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,6,0,0,0,1,1,0
176,0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,1,6,1,1,0,1,1,0
177,0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.9112820284,1,6,0,0,0,1,0,0
178,001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,0,0,1,1,1,0
179,001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,0,1,1,0,1,1,1,0
180,001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,0,1,0,0,1,0,0,0
181,001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842,0,1,0,0,1,0,0,0
182,001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,2,0,0,0,0,1,0
183,001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,0,1,0,1,0
184,001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.5877930119,1,2,0,0,1,0,1,0
185,001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,3,1,0,1,0,1,0
186,001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,3,0,0,1,0,1,0
187,001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.283756221,1,3,0,0,1,0,1,0
188,001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,4,0,0,1,0,1,0
189,001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,4,0,0,1,0,1,0
190,001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,1,4,0,0,1,0,1,0
191,001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.37829403606,1,4,0,0,1,0,1,0
192,001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,5,0,0,0,0,1,0
193,001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,5,1,0,1,0,1,0
194,001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.5616883117,1,5,0,0,1,0,1,0
195,001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,6,0,0,0,0,1,0
196,001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,6,1,0,1,0,1,0
197,001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.1274426508,1,6,0,0,1,1,1,0
198,0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,0,1,1,1,0
199,0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,1,0,0,0
200,0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,0,1,0,0,1,0,0,0
201,0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.97368421053,0,1,0,0,1,0,1,0
202,0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,0,1,0,1,0
203,0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,2,1,1,1,0,1,0
204,0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.5283060593,1,2,0,1,1,1,0,0
205,0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,3,1,1,0,1,1,0
206,0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,3,0,1,0,1,0,0
207,0026-F14,3.1.3.0,226-001-BARNES-F14,2,PS,71.0206412662,1,3,1,1,0,1,0,0
208,0026-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,4,0,0,0,1,0,0
209,0026-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,4,1,1,0,1,1,0
210,0026-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0.0,1,4,0,1,0,1,0,0
211,0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,-1,4,1,1,0,1,1,0
212,0026-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0.0,-1,4,1,1,0,1,0,0
213,0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,-1,4,0,1,0,1,0,0
214,0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,-1,4,0,1,0,1,0,0
215,0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0.0,-1,4,0,1,0,0,0,0
216,0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0.0,-1,4,1,1,0,1,1,0
217,0026-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0.0,-1,4,0,1,0,0,0,0
218,0026-F14,4.-1.3.1,226-001-BARNES-F14,3,PS,0.0,-1,4,0,1,0,0,1,0
219,0026-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,-113.037447989,-1,4,0,1,0,0,1,0
220,0026-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0.0,-1,5,1,1,0,0,1,0
221,0026-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0.0,-1,5,0,1,0,0,1,0
222,0026-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0,-1,5,1,1,0,1,1,0
223,0026-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,81.0714285714,-1,5,0,1,0,1,1,0
224,0026-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0.0,-1,6,1,0,0,1,1,0
225,0026-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0.0,-1,6,0,0,0,1,1,0
226,0026-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0.0,-1,6,1,0,0,1,1,0
227,0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,-1,6,1,0,0,1,1,0
228,0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0.0,-1,6,0,0,0,1,1,0
229,0026-F14,6.-1.4.1,226-001-BARNES-F14,5,PS,-25.472972973,-1,6,0,0,0,1,1,0
230,0030-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,0,0,0
231,0030-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,1,0,0,1,0
232,0030-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,0,1,1,1,0,0,1,0
233,0030-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-65.1315789474,0,1,0,1,0,1,0,0
234,0030-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,2,1,0,1,1,1,0
235,0030-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,2,1,0,1,1,1,0
236,0030-F14,2.1.3.0,226-001-BARNES-F14,1,PS,41.2660327289,1,2,0,0,1,1,0,0
237,0030-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,3,1,1,0,1,1,0
238,0030-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0.0,1,3,0,1,0,1,0,0
239,0030-F14,3.1.3.0,226-001-BARNES-F14,1,PS,48.331565636,1,3,1,1,0,1,1,0
240,0030-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,4,0,0,1,1,1,0
241,0030-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,4,0,0,1,1,1,0
242,0030-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2874479889,1,4,0,0,1,1,0,0
243,0030-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,5,1,0,1,1,1,0
244,0030-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,5,1,0,1,1,0,0
245,0030-F14,5.1.3.0,226-001-BARNES-F14,2,PS,0.132433356118,1,5,0,0,1,1,0,0
246,0030-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0.0,-1,6,1,0,0,1,1,0
247,0030-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0.0,-1,6,1,1,0,1,1,0
248,0030-F14,6.-1.3.0,226-001-BARNES-F14,2,WE,0.0,-1,6,1,0,1,1,1,0
249,0030-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-36.9326264063,-1,6,0,0,1,1,1,0
250,0033-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,1,0,0
251,0033-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0.0,0,1,0,0,1,1,1,0
252,0033-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0.0,0,1,0,0,1,1,1,0
253,0033-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0.0,0,1,0,0,1,0,0,0
254,0033-F14,1.0.1.0,226-001-BARNES-F14,5,PS,-34.8684210526,0,1,0,0,1,0,0,0
255,0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0.0,1,2,0,0,0,0,0,0
